no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,1,Not Selected,0,Room_Type 1,4,2018,8,24,Online,0,0,0,119,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70,1,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,8,2019,7,11,Online,0,0,0,120,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,69,2018,6,17,Online,0,0,0,126.9,0,Not_Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,4,2018,8,23,Online,0,0,0,157,1,Not_Canceled
4,0,0,3,Meal Plan 1,0,Room_Type 7,109,2018,12,8,Online,0,0,0,182.18,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,92,2018,10,6,Online,0,0,0,108,2,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,3,1,Complementary,1,0,1,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Online,0,0,0,100,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100,0,Not_Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 4,208,2018,4,23,Offline,0,0,0,90,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,22,2019,1,14,Online,0,0,0,82.88,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,5,Corporate,0,0,0,77,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,2019,2,4,Online,0,0,0,88,1,Not_Canceled
1,0,1,0,Not Selected,0,Room_Type 1,11,2018,6,13,Online,0,0,0,83,0,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 7,70,2018,7,14,Online,0,0,0,165.63,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,3,26,Online,0,0,0,90.3,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,405,2019,7,4,Online,0,0,0,114.4,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,94,2018,4,8,Online,0,0,0,96.3,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,47,2017,8,18,Offline,0,0,0,100,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 5,149,2019,5,25,Online,0,0,0,162,2,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,9,15,Online,0,0,0,163,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2019,8,15,Offline,0,0,0,80.1,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2017,11,19,Online,0,0,0,95,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,201,2019,5,23,Online,0,0,0,107.1,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Online,0,0,0,195,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,183,2019,6,8,Online,0,0,0,120,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,52,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,92,2018,11,1,Online,0,0,0,103.5,1,Not_Canceled
2,0,1,4,Not Selected,0,Room_Type 1,196,2018,8,3,Online,0,0,0,80.75,1,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 2,43,2018,1,14,Online,0,0,0,86.75,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,7,1,Online,0,0,0,131.4,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,151,2019,6,29,Online,0,0,0,122.7,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,187,2019,5,27,Online,0,0,0,125.1,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,28,2019,2,20,Online,0,0,0,69.7,3,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,75,0,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 4,66,2018,7,27,Online,0,0,0,141.3,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,46,2018,11,18,Online,0,0,0,68.07,5,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,102,2019,3,17,Online,0,0,0,79.2,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,1,2017,9,9,Online,0,0,0,115,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,96,2019,5,14,Online,0,0,0,138,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,10,2018,9,3,Online,0,0,0,129,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,29,Offline,0,0,0,75,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,33,2019,8,23,Online,0,0,0,129.5,1,Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,294,2019,8,16,Online,0,0,0,135.39,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,34,2017,10,12,Online,0,0,0,103.5,1,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,14,2018,11,25,Corporate,0,0,0,76,0,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,130,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,47,2017,10,13,Online,0,0,0,94.5,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 2,222,2018,9,14,Online,0,0,0,116.1,0,Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 1,142,2018,8,3,Online,0,0,0,104.76,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,6,2018,8,26,Online,0,0,0,101.73,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,47,2018,7,2,Online,0,0,0,150.3,1,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,69,2019,4,6,Corporate,0,0,0,85,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,118,2018,4,16,Online,0,0,0,95.7,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Online,0,0,0,110,0,Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,54,2018,6,17,Online,0,0,0,159.3,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Online,0,0,0,101.33,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,242,2019,4,22,Online,0,0,0,113.4,2,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,259,2018,12,7,Online,0,0,0,104.55,1,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,59,2018,4,21,Online,0,0,0,137.7,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Online,0,0,0,100,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,64,2019,2,4,Offline,0,0,0,67.5,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2017,8,17,Online,0,0,0,122,3,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,20,2019,4,27,Online,0,0,0,94.3,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,3,2018,9,2,Online,0,0,0,86.35,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,68,2018,9,8,Online,0,0,0,149.4,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,194,2018,10,29,Online,0,0,0,96.3,2,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,286,2019,8,30,Online,0,0,0,112.05,3,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2019,3,31,Aviation,0,0,0,95,0,Not_Canceled
3,0,1,5,Meal Plan 1,0,Room_Type 4,7,2018,6,28,Online,0,0,0,182,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,395,2019,5,17,Online,0,0,0,112.67,2,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,4,27,Corporate,0,0,0,95,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,20,2019,4,20,Online,0,0,0,115,3,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,52,2019,6,28,Online,0,0,0,150,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,52,2019,6,28,Online,0,0,0,150,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,29,2018,4,14,Online,0,0,0,83.57,1,Not_Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2017,8,21,Online,0,0,0,174,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,9,7,Online,0,0,0,109,3,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,99,2018,7,9,Online,0,0,0,112.05,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,251,2019,5,27,Online,0,0,0,107.1,4,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80,0,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,7,2019,2,5,Online,0,0,0,88,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,12,16,Offline,0,0,0,70,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,70,2018,4,9,Online,0,0,0,137.7,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,72,2018,7,6,Online,0,0,0,107.1,0,Canceled
3,0,2,6,Meal Plan 1,0,Room_Type 1,184,2019,7,29,Online,0,0,0,107.1,1,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,7,11,Corporate,1,1,16,67,1,Not_Canceled
2,0,1,4,Meal Plan 2,0,Room_Type 1,231,2019,1,2,Online,0,0,0,109.65,2,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,24,2019,3,18,Online,0,0,0,121.33,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,8,21,Online,0,0,0,167,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2,2019,5,9,Online,0,0,0,153.33,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,109,2019,5,18,Online,0,0,0,112.5,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,22,2018,11,27,Online,0,0,0,104,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Online,0,0,0,101.33,1,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,84.6,2,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,5,2019,3,23,Online,0,0,0,100,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,11,2019,3,5,Online,0,0,0,95.4,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,154,2018,7,1,Online,0,0,0,75,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,38,2019,6,11,Offline,0,0,0,94,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Online,0,0,0,115,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,26,2019,5,22,Online,0,0,0,128,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,20,2019,3,1,Online,0,0,0,91.8,0,Canceled
2,0,1,3,Meal Plan 2,0,Room_Type 4,69,2019,3,20,Online,0,0,0,138.55,0,Not_Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 1,15,2019,6,8,Online,0,0,0,119.2,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,38,2019,1,14,Corporate,0,0,0,75,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,185,2018,12,16,Online,0,0,0,79.2,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,209,2017,9,6,Online,0,0,0,89.2,0,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,45,2018,12,30,Online,0,0,0,167.4,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,109,2019,6,12,Online,0,0,0,153,0,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,109,2019,2,5,Online,0,0,0,60.98,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,54,2018,6,3,Online,0,0,0,140.4,0,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Online,0,0,0,224.67,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,7,2019,3,20,Online,0,0,0,87.04,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80,0,Not_Canceled
2,0,1,3,Meal Plan 2,0,Room_Type 1,98,2018,7,11,Online,0,0,0,141.75,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,152,2018,8,10,Online,0,0,0,114.3,1,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,227,2018,8,29,Offline,0,0,0,80.75,0,Not_Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 1,60,2017,10,16,Offline,0,0,0,84.58,1,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,29,2018,12,19,Online,0,0,0,88.4,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2019,2,23,Online,0,0,0,121.33,1,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 4,49,2018,4,10,Online,0,0,0,112.2,0,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,218,2019,6,8,Online,0,0,0,99,0,Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,2,2018,3,23,Online,0,0,0,117.65,1,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,204,2019,7,27,Online,0,0,0,144,0,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,315,2019,7,5,Online,0,0,0,141.83,2,Canceled
2,1,0,1,Meal Plan 2,0,Room_Type 1,2,2019,1,13,Offline,0,0,0,135,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2019,6,28,Corporate,1,4,28,65,0,Not_Canceled
1,0,0,0,Meal Plan 1,0,Room_Type 1,5,2019,3,22,Online,0,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,36,2019,8,16,Online,0,0,0,100,0,Canceled
2,0,2,4,Not Selected,0,Room_Type 1,185,2018,8,28,Online,0,0,0,61,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,8,9,Online,0,0,0,112,1,Canceled
2,0,2,2,Meal Plan 2,0,Room_Type 1,61,2018,9,3,Offline,0,0,0,106.25,1,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,8,2,Online,0,0,0,102.7,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,6,8,Corporate,1,1,6,65,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,159,2019,8,4,Online,0,0,0,175.5,0,Canceled
2,0,2,8,Meal Plan 1,0,Room_Type 5,201,2019,8,8,Online,0,0,0,166.5,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,199,2018,11,16,Online,0,0,0,140,0,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
0,2,0,3,Meal Plan 2,0,Room_Type 6,0,2018,10,27,Online,0,0,0,18.6,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,13,2019,7,24,Online,0,0,0,139,0,Not_Canceled
3,0,3,6,Meal Plan 1,0,Room_Type 4,50,2018,8,22,Online,0,0,0,159.6,0,Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,9,2018,4,22,Online,0,0,0,149,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,133,2018,7,16,Online,0,0,0,114.63,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,143,2019,3,24,Online,0,0,0,74.8,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,89,2019,4,19,Online,0,0,0,135,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,0,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 4,68,2018,5,13,Online,0,0,0,140.4,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,41,2017,11,1,Offline,0,0,0,60,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,12,8,Online,0,0,0,101.38,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65,0,Not_Canceled
1,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,105,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,81,2019,7,7,Online,0,0,0,129,1,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,2,2019,8,19,Online,0,0,0,218.33,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,86,2019,8,3,Online,0,0,0,195,2,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 4,89,2019,4,7,Online,0,0,0,130.5,0,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,77,2019,5,21,Online,0,0,0,144,0,Canceled
1,0,1,5,Meal Plan 1,0,Room_Type 4,15,2018,11,14,Online,0,0,0,96.9,2,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,93,2018,5,19,Online,0,0,0,132.6,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,162,2019,7,26,Online,0,0,0,175.5,1,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,103,2019,5,16,Online,0,0,0,189,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,80,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,85,2017,9,9,Corporate,0,0,0,90,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,119,2019,5,17,Online,0,0,0,138.6,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,56,2019,3,13,Online,0,0,0,71.85,2,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,86,2019,1,26,Online,0,0,0,88.4,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,22,Online,0,0,0,190,2,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,2,2018,6,14,Online,0,0,0,104,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,11,4,Online,0,0,0,90,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80,0,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,0,2018,12,25,Online,0,0,0,80,0,Not_Canceled
3,0,2,5,Meal Plan 2,0,Room_Type 1,223,2019,8,23,Online,0,0,0,154.7,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,15,2018,9,28,Online,0,0,0,164,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,12,2018,11,1,Online,0,0,0,93.5,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,24,2019,7,15,Online,0,0,0,130,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,47,2018,5,21,Online,0,0,0,140.4,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,87,2019,5,22,Offline,0,0,0,126,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,61,2018,4,7,Online,0,0,0,118.8,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,39,2018,2,15,Online,0,0,0,98.1,1,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,4,30,Online,0,0,0,168.3,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,72,2018,12,23,Online,0,0,0,93.6,1,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,88,2019,1,29,Online,0,0,0,79.2,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,261,2019,7,26,Offline,0,0,0,89,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 1,77,2018,5,15,Online,0,0,0,150.45,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,4,8,Offline,0,0,0,75,1,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,106,2019,6,1,Online,0,0,0,180,2,Canceled
1,0,2,7,Meal Plan 1,0,Room_Type 1,87,2018,9,2,Offline,0,0,0,85,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,18,2019,3,13,Online,0,0,0,104.55,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,168,2019,7,17,Online,0,0,0,107.1,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,94,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,78,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2019,8,27,Online,0,0,0,111.2,1,Not_Canceled
1,1,1,5,Meal Plan 1,0,Room_Type 1,216,2019,8,21,Online,0,0,0,90.09,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,3,2018,5,27,Online,0,0,0,176,0,Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,122,2017,7,29,Online,0,0,0,76.5,1,Not_Canceled
2,0,2,4,Not Selected,0,Room_Type 1,124,2018,12,4,Online,0,0,0,74.8,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,26,Corporate,1,0,8,66,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,205,2019,1,13,Online,0,0,0,122.4,1,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,116,2018,11,3,Online,0,0,0,90,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,3,5,Online,0,0,0,83.9,1,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,2,2018,11,13,Online,0,0,0,103,2,Not_Canceled
1,0,2,8,Meal Plan 1,0,Room_Type 1,45,2018,11,1,Online,0,0,0,101.38,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,208,2018,8,13,Online,0,0,0,77.51,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,24,2019,3,26,Online,0,0,0,98.6,0,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,9,2018,5,29,Online,0,0,0,97.02,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 2,224,2017,10,2,Offline,0,0,0,65,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,5,2018,2,20,Online,0,0,0,79,0,Not_Canceled
2,2,0,2,Meal Plan 2,0,Room_Type 6,20,2019,2,17,Online,0,0,0,258,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,41,2019,1,4,Online,0,0,0,88,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,93,2018,12,26,Online,0,0,0,92.51,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,122,2018,5,12,Online,0,0,0,121.5,1,Not_Canceled
2,1,1,1,Meal Plan 1,1,Room_Type 1,36,2018,2,27,Online,0,0,0,107.3,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,103,2019,4,30,Offline,0,0,0,85,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,1,15,Online,0,0,0,72.9,0,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,40,2018,10,2,Online,0,0,0,97.2,1,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,121,2018,5,2,Online,0,0,0,129,1,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,97,2018,7,12,Online,0,0,0,121.5,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,30,2019,2,9,Online,0,0,0,133.2,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,8,2017,10,28,Online,0,0,0,109.25,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,17,Corporate,1,0,1,95,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,34,2019,6,8,Online,0,0,0,108,0,Not_Canceled
3,0,1,5,Meal Plan 1,0,Room_Type 4,123,2018,9,20,Online,0,0,0,162,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,10,25,Online,0,0,0,104,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,23,2019,5,31,Online,0,0,0,170,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,11,2019,2,13,Online,0,0,0,83.8,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,208,2018,12,27,Offline,0,0,0,81,1,Not_Canceled
2,2,1,2,Meal Plan 1,0,Room_Type 6,96,2018,10,28,Online,0,0,0,162.9,1,Canceled
